Provider ID,Hospital Name,ZIP Code,County Name,Diagnosis Related Group,Denominator,Footnote,Measure Start Date,Measure End Date,Location,Location 1
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Hernia procedures except inguinal and femoral w CC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Laparoscopic cholecystectomy w/o c.d.e. w CC,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Transurethral prostatectomy w CC/MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Coronary bypass w/o cardiac cath w MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,Chronic obstructive pulmonary disease w CC,Not Available,,########,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Cervical spinal fusion w MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Revision of hip or knee replacement w/o CC/MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460054,CACHE VALLEY SPECIALITY HOSPITAL,84341,CACHE,Chronic obstructive pulmonary disease w/o CC/MCC,Not Available,,########,########,"2380 NORTH 400 EAST
NORTH LOGAN, UT 84341
(41.77553825700005, -111.82310081999998)","2380 NORTH 400 EAST
NORTH LOGAN, UT
(41.77553825700005, -111.82310081999998)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Biopsies of musculoskeletal system and connective tissue w MCC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460035,BEAVER VALLEY HOSPITAL,84713,BEAVER,Chronic obstructive pulmonary disease w/o CC/MCC,Not Available,,########,########,"1109 NORTH 100 WEST
BEAVER, UT 84713
(38.289840242000025, -112.64318848899995)","1109 NORTH 100 WEST
BEAVER, UT
(38.289840242000025, -112.64318848899995)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,Major joint replacement or reattachment of lower extremity w/o MCC,18,,########,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Heart failure and shock w CC,50,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,Biopsies of musculoskeletal system and connective tissue w CC,Not Available,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,23,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460057,PARK CITY MEDICAL CENTER,84060,SUMMIT,Chronic obstructive pulmonary disease w MCC,Not Available,,########,########,"900 ROUND VALLEY DRIVE
PARK CITY, UT 84060
(40.68647486900005, -111.46651672699994)","900 ROUND VALLEY DRIVE
PARK CITY, UT
(40.68647486900005, -111.46651672699994)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Transurethral prostatectomy w CC/MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460006,LDS HOSPITAL,84143,SALT LAKE,"Stomach, esophageal duodenal proc w/o CC/MCC",Not Available,,########,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,Laparoscopic cholecystectomy w/o c.d.e. w CC,Not Available,,########,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair,Not Available,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC,13,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Heart failure and shock w MCC,71,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Back and neck proc exc spinal fusion w/o CC/MCC,38,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,"Acute myocardial infarction, discharged alive w CC",Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Cardiac defibrillator implant w/o cardiac cath w MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,Chronic obstructive pulmonary disease w CC,Not Available,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,Not Available,,########,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,Uterine and adnexa proc for non-malignancy w/o CC/MCC,Not Available,,########,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Permanent cardiac pacemaker implant w/o CC/MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,"Acute myocardial infarction, discharged alive w MCC",Not Available,,########,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,Major joint replacement or reattachment of lower extremity w/o MCC,23,,########,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Major joint replacement or reattachment of lower extremity w MCC,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460035,BEAVER VALLEY HOSPITAL,84713,BEAVER,Heart failure and shock w/o CC/MCC,Not Available,,########,########,"1109 NORTH 100 WEST
BEAVER, UT 84713
(38.289840242000025, -112.64318848899995)","1109 NORTH 100 WEST
BEAVER, UT
(38.289840242000025, -112.64318848899995)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim,Not Available,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460006,LDS HOSPITAL,84143,SALT LAKE,Laparoscopic cholecystectomy w/o c.d.e. w MCC,Not Available,,########,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Extracranial procedures w/o CC/MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Laparoscopic cholecystectomy w/o c.d.e. w CC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair,25,,########,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Permanent cardiac pacemaker implant w/o CC/MCC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Female reproductive system reconstructive procedures,Not Available,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,Major small and large bowel procedures w MCC,Not Available,,########,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Coronary bypass w/o cardiac cath w MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Kidney and ureter procedures for neoplasm w MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Cervical spinal fusion w CC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Transurethral prostatectomy w CC/MCC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,Chronic obstructive pulmonary disease w MCC,Not Available,,########,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460006,LDS HOSPITAL,84143,SALT LAKE,Other kidney and urinary tract procedures w MCC,Not Available,,########,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Kidney and ureter procedures for neoplasm w CC,Not Available,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Permanent cardiac pacemaker implant w CC,22,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,Chest Pain,Not Available,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,Perc cardiovasc proc w drug-eluting stent w/o MCC,29,,########,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,Major small and large bowel procedures w MCC,Not Available,,########,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Other kidney and urinary tract procedures w MCC,12,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,Uterine and adnexa proc for non-malignancy w/o CC/MCC,Not Available,,########,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC,11,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Laparoscopic cholecystectomy w/o c.d.e. w MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Hernia procedures except inguinal and femoral w CC,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Permanent cardiac pacemaker implant w CC,Not Available,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Revision of hip or knee replacement w CC,27,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,Heart failure and shock w MCC,Not Available,,########,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Coronary bypass w/o cardiac cath w/o MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Spinal fusion except cervical w MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,"Acute myocardial infarction, discharged alive w/o CC/MCC",Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Back and neck proc exc spinal fusion w/o CC/MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460057,PARK CITY MEDICAL CENTER,84060,SUMMIT,Bilateral or multiple major joint procs of lower extremity w/o MCC,17,,########,########,"900 ROUND VALLEY DRIVE
PARK CITY, UT 84060
(40.68647486900005, -111.46651672699994)","900 ROUND VALLEY DRIVE
PARK CITY, UT
(40.68647486900005, -111.46651672699994)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Other kidney and urinary tract procedures w CC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,Chronic obstructive pulmonary disease w MCC,20,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,Simple pneumonia and pleurisy w MCC,16,,########,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Spinal fusion except cervical w/o MCC,115,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Female reproductive system reconstructive procedures,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Revision of hip or knee replacement w/o CC/MCC,15,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,"Acute myocardial infarction, discharged alive w MCC",Not Available,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,Hernia procedures except inguinal and femoral w/o CC/MCC,Not Available,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Perc cardiovasc proc w drug-eluting stent w/o MCC,34,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,Laparoscopic cholecystectomy w/o c.d.e. w MCC,Not Available,,########,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,Chronic obstructive pulmonary disease w MCC,Not Available,,########,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,Not Available,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,Laparoscopic cholecystectomy w/o c.d.e. w MCC,Not Available,,########,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,Heart failure and shock w MCC,20,,########,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Cardiac defibrillator implant w/o cardiac cath w/o MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,"Acute myocardial infarction, discharged alive w MCC",Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,Other kidney and urinary tract procedures w MCC,Not Available,,########,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,Chronic obstructive pulmonary disease w MCC,Not Available,,########,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460011,CASTLEVIEW HOSPITAL,84501,CARBON,Major joint replacement or reattachment of lower extremity w/o MCC,57,,########,########,"300 NORTH HOSPITAL DRIVE
PRICE, UT 84501
(39.60453376300006, -110.83118408299998)","300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.60453376300006, -110.83118408299998)"
