Provider ID,Hospital Name,ZIP Code,County Name,Phone Number,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,HCAHPS Answer Percent,Number of Completed Surveys,Survey Response Rate Percent,Footnote,Measure Start Date,Measure End Date,Location,Location 1
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,4360000000,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5,300 or more,27,,01/01/2013 12:00:00 AM,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
461301,FILLMORE COMMUNITY MEDICAL CENTER,84631,MILLARD,4360000000,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",10,Fewer than 100,32,10,01/01/2013 12:00:00 AM,########,"674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.953819775000056, -112.33996106599994)","674 SOUTH HIGHWAY 99
FILLMORE, UT
(38.953819775000056, -112.33996106599994)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,4360000000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",25,Between 100 and 299,37,,01/01/2013 12:00:00 AM,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,8020000000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",21,300 or more,35,,01/01/2013 12:00:00 AM,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
461306,GUNNISON VALLEY HOSPITAL,84634,SANPETE,4360000000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",85,Between 100 and 299,46,3,01/01/2013 12:00:00 AM,########,"64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,8010000000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",8,300 or more,40,,01/01/2013 12:00:00 AM,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,8020000000,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",88,300 or more,28,,01/01/2013 12:00:00 AM,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460035,BEAVER VALLEY HOSPITAL,84713,BEAVER,4350000000,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",19,Fewer than 100,28,10,01/01/2013 12:00:00 AM,########,"1109 NORTH 100 WEST
BEAVER, UT 84713
(38.289840242000025, -112.64318848899995)","1109 NORTH 100 WEST
BEAVER, UT
(38.289840242000025, -112.64318848899995)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,4360000000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",13,300 or more,27,,01/01/2013 12:00:00 AM,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,8020000000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",3,300 or more,28,,01/01/2013 12:00:00 AM,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
461307,HEBER VALLEY MEDICAL CENTER,84032,WASATCH,4360000000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",1,Fewer than 100,36,6,01/01/2013 12:00:00 AM,########,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,8020000000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,300 or more,38,,01/01/2013 12:00:00 AM,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,8020000000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",68,300 or more,31,,01/01/2013 12:00:00 AM,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,4360000000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",30,300 or more,34,,01/01/2013 12:00:00 AM,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,4360000000,H_COMP_7_D_SD,Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital,Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital,5,300 or more,39,,01/01/2013 12:00:00 AM,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",2,300 or more,39,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460026,SEVIER VALLEY MEDICAL CENTER,84701,SEVIER,4360000000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",82,Between 100 and 299,37,,01/01/2013 12:00:00 AM,########,"1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",83,300 or more,39,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,8010000000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",65,300 or more,40,,01/01/2013 12:00:00 AM,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
461300,DELTA COMMUNITY MEDICAL CENTER,84624,MILLARD,4360000000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital,60,Fewer than 100,34,6,01/01/2013 12:00:00 AM,########,"126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,8020000000,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8,300 or more,33,,01/01/2013 12:00:00 AM,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,8010000000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",32,300 or more,31,,01/01/2013 12:00:00 AM,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460006,LDS HOSPITAL,84143,SALT LAKE,8010000000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",60,300 or more,37,,01/01/2013 12:00:00 AM,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,8010000000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,300 or more,31,,01/01/2013 12:00:00 AM,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,8020000000,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",5,300 or more,39,,01/01/2013 12:00:00 AM,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,8010000000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",12,300 or more,39,,01/01/2013 12:00:00 AM,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,8020000000,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",5,300 or more,35,,01/01/2013 12:00:00 AM,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460033,GARFIELD MEMORIAL HOSPITAL,84759,GARFIELD,4360000000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",16,Fewer than 100,31,6,01/01/2013 12:00:00 AM,########,"200 NORTH 400 EAST
PANGUITCH, UT 84759
(37.82597250800006, -112.42784327299995)","200 NORTH 400 EAST
PANGUITCH, UT
(37.82597250800006, -112.42784327299995)"
460006,LDS HOSPITAL,84143,SALT LAKE,8010000000,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",19,300 or more,37,,01/01/2013 12:00:00 AM,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460039,BEAR RIVER VALLEY HOSPITAL,84337,BOX ELDER,4350000000,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",84,Fewer than 100,36,6,01/01/2013 12:00:00 AM,########,"905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,8010000000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",64,300 or more,37,,01/01/2013 12:00:00 AM,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
461309,KANE COUNTY HOSPITAL,84741,KANE,4360000000,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",27,Fewer than 100,40,6,01/01/2013 12:00:00 AM,########,"355 NORTH MAIN STREET
KANAB, UT 84741
(37.05415050100004, -112.52862508099997)","355 NORTH MAIN STREET
KANAB, UT
(37.05415050100004, -112.52862508099997)"
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,84648,JUAB,4360000000,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",9,Between 100 and 299,46,,01/01/2013 12:00:00 AM,########,"48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
461306,GUNNISON VALLEY HOSPITAL,84634,SANPETE,4360000000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",66,Between 100 and 299,46,3,01/01/2013 12:00:00 AM,########,"64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,8020000000,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",22,300 or more,38,,01/01/2013 12:00:00 AM,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,8010000000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",12,300 or more,37,,01/01/2013 12:00:00 AM,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,8010000000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",24,300 or more,37,,01/01/2013 12:00:00 AM,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
461307,HEBER VALLEY MEDICAL CENTER,84032,WASATCH,4360000000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",85,Fewer than 100,36,6,01/01/2013 12:00:00 AM,########,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,8020000000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,300 or more,38,,01/01/2013 12:00:00 AM,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,4360000000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",8,300 or more,39,,01/01/2013 12:00:00 AM,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460043,OREM COMMUNITY HOSPITAL,84057,UTAH,8020000000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",26,300 or more,44,,01/01/2013 12:00:00 AM,########,"331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
460043,OREM COMMUNITY HOSPITAL,84057,UTAH,8020000000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",85,300 or more,44,,01/01/2013 12:00:00 AM,########,"331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",21,300 or more,38,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460057,PARK CITY MEDICAL CENTER,84060,SUMMIT,4360000000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",74,300 or more,41,,01/01/2013 12:00:00 AM,########,"900 ROUND VALLEY DRIVE
PARK CITY, UT 84060
(40.68647486900005, -111.46651672699994)","900 ROUND VALLEY DRIVE
PARK CITY, UT
(40.68647486900005, -111.46651672699994)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,8010000000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",4,300 or more,38,,01/01/2013 12:00:00 AM,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460011,CASTLEVIEW HOSPITAL,84501,CARBON,4360000000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",7,300 or more,39,,01/01/2013 12:00:00 AM,########,"300 NORTH HOSPITAL DRIVE
PRICE, UT 84501
(39.60453376300006, -110.83118408299998)","300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.60453376300006, -110.83118408299998)"
461301,FILLMORE COMMUNITY MEDICAL CENTER,84631,MILLARD,4360000000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",6,Fewer than 100,32,10,01/01/2013 12:00:00 AM,########,"674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.953819775000056, -112.33996106599994)","674 SOUTH HIGHWAY 99
FILLMORE, UT
(38.953819775000056, -112.33996106599994)"
461308,SAN JUAN HOSPITAL,84535,SAN JUAN,4360000000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",,Not Available,,5,01/01/2013 12:00:00 AM,########,"380 WEST 100 NORTH
MONTICELLO, UT 84535
(37.87787989700007, -109.34460540199996)","380 WEST 100 NORTH
MONTICELLO, UT
(37.87787989700007, -109.34460540199996)"
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,84648,JUAB,4360000000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",16,Between 100 and 299,46,,01/01/2013 12:00:00 AM,########,"48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",19,300 or more,39,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
461306,GUNNISON VALLEY HOSPITAL,84634,SANPETE,4360000000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",77,Between 100 and 299,46,3,01/01/2013 12:00:00 AM,########,"64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",8,300 or more,38,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital,59,300 or more,39,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,4360000000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",74,300 or more,39,,01/01/2013 12:00:00 AM,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
461308,SAN JUAN HOSPITAL,84535,SAN JUAN,4360000000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",,Not Available,,5,01/01/2013 12:00:00 AM,########,"380 WEST 100 NORTH
MONTICELLO, UT 84535
(37.87787989700007, -109.34460540199996)","380 WEST 100 NORTH
MONTICELLO, UT
(37.87787989700007, -109.34460540199996)"
461308,SAN JUAN HOSPITAL,84535,SAN JUAN,4360000000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",,Not Available,,5,01/01/2013 12:00:00 AM,########,"380 WEST 100 NORTH
MONTICELLO, UT 84535
(37.87787989700007, -109.34460540199996)","380 WEST 100 NORTH
MONTICELLO, UT
(37.87787989700007, -109.34460540199996)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,8010000000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,300 or more,39,,01/01/2013 12:00:00 AM,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460039,BEAR RIVER VALLEY HOSPITAL,84337,BOX ELDER,4350000000,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",1,Fewer than 100,36,6,01/01/2013 12:00:00 AM,########,"905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
460039,BEAR RIVER VALLEY HOSPITAL,84337,BOX ELDER,4350000000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",86,Fewer than 100,36,6,01/01/2013 12:00:00 AM,########,"905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,8020000000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",7,300 or more,40,,01/01/2013 12:00:00 AM,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
461309,KANE COUNTY HOSPITAL,84741,KANE,4360000000,H_COMP_7_A,Patients who â€œAgreeâ€ they understood their care when they left the hospital,Patients who â€œAgreeâ€ they understood their care when they left the hospital,42,Fewer than 100,40,6,01/01/2013 12:00:00 AM,########,"355 NORTH MAIN STREET
KANAB, UT 84741
(37.05415050100004, -112.52862508099997)","355 NORTH MAIN STREET
KANAB, UT
(37.05415050100004, -112.52862508099997)"
