Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2015,PPO,Aetna ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,77.61,79.59,74.92,,Administrative,MMA,rate505164
2015,PPO,UnitedHealthcare ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,73.77,79.59,74.92,,Administrative,MMA,rate505164
2015,PPO,Regence BlueCross BlueShield,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,73.45,79.59,74.92,,Administrative,MMA,rate505164
2015,HMO,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,71.54,71.32,74.92,,Administrative,MMA,rate505164
2015,HMO,Altius ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,71.1,71.32,74.92,,Administrative,MMA,rate505164
2015,Medicaid,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,58.82,58.82,74.92,,Administrative,MMA,rate505164
2015,Medicaid,Molina ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,58.82,74.92,,Not reportable,MMA,rate505164
2015,Medicaid,Healthy U ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,58.82,74.92,,Not reportable,MMA,rate505164
2015,Medicaid,Health Choice ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,58.82,74.92,,Not reportable,MMA,rate505164
2015,Medicaid,Healthy U ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,85.22,83.71,78.65,86.85,Administrative,MPM,ratediu
2015,PPO,PEHP,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,79.59,74.92,,Not reportable,MMA,rate505164
2015,PPO,Humana ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,79.59,74.92,,Not reportable,MMA,rate505164
2015,CHIP,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,,74.92,,Not reportable,MMA,rate505164
2015,CHIP,Molina ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,,74.92,,Not reportable,MMA,rate505164
2017,PPO,Aetna Health of Utah Inc.,CIS Childhood Imm Status,Rotavirus - Rate,,82.87,,,75.52,H,cis,raterot
2015,PPO,EMI ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,74.07,57.78,55.29,56.27,Administrative,MMA,rate755164
2015,PPO,CIGNA ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,57.89,57.78,55.29,56.27,Administrative,MMA,rate755164
2015,PPO,Aetna ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,55.22,57.78,55.29,56.27,Administrative,MMA,rate755164
2015,HMO,Altius ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,54.13,51.68,55.29,54.38,Administrative,MMA,rate755164
2015,PPO,UnitedHealthcare ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,54.1,57.78,55.29,56.27,Administrative,MMA,rate755164
2015,Medicaid,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,50,50,55.29,48.1,Administrative,MMA,rate755164
2015,HMO,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,49.23,51.68,55.29,54.38,Administrative,MMA,rate755164
2015,PPO,Regence BlueCross BlueShield,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,47.64,57.78,55.29,56.27,Administrative,MMA,rate755164
2015,PPO,Humana ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,57.78,55.29,56.27,Not reportable,MMA,rate755164
2015,PPO,PEHP,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,57.78,55.29,56.27,Not reportable,MMA,rate755164
2015,Medicaid,Molina ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,50,55.29,48.1,Not reportable,MMA,rate755164
2015,Medicaid,Health Choice ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,50,55.29,48.1,Not reportable,MMA,rate755164
2015,Medicaid,Healthy U ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,50,55.29,48.1,Not reportable,MMA,rate755164
2015,PPO,CIGNA ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,79.3,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,CHIP,SelectHealth ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,,55.29,48.1,Not reportable,MMA,rate755164
2015,CHIP,Molina ,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,,55.29,48.1,Not reportable,MMA,rate755164
2015,PPO,EMI ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,81.25,68.83,62.5,,Administrative,MMA,rate50tot
2017,PPO,Aetna Health of Utah Inc.,CIS Childhood Imm Status,VZV Rate,,94.44,,,89.53,H,cis,ratevzv
2015,PPO,Aetna ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,74.07,68.83,62.5,,Administrative,MMA,rate50tot
2015,PPO,CIGNA ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,68.51,68.83,62.5,,Administrative,MMA,rate50tot
2015,HMO,Altius ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,66.38,64.77,62.5,,Administrative,MMA,rate50tot
2015,PPO,Regence BlueCross BlueShield,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,65.6,68.83,62.5,,Administrative,MMA,rate50tot
2015,HMO,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,63.16,64.77,62.5,,Administrative,MMA,rate50tot
2015,PPO,UnitedHealthcare ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,62.27,68.83,62.5,,Administrative,MMA,rate50tot
2015,PPO,Humana ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,61.29,68.83,62.5,,Administrative,MMA,rate50tot
2015,Medicaid,Molina ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,57.4,52.15,62.5,,Administrative,MMA,rate50tot
2015,CHIP,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,51.02,51.02,62.5,,Administrative,MMA,rate50tot
2015,Medicaid,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,50.99,52.15,62.5,,Administrative,MMA,rate50tot
2015,Medicaid,Healthy U ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,48.07,52.15,62.5,,Administrative,MMA,rate50tot
2015,Medicaid,Health Choice ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,52.15,62.5,,Not reportable,MMA,rate50tot
2015,CHIP,Molina ,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,51.02,62.5,,Not reportable,MMA,rate50tot
2015,PPO,PEHP,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,68.83,62.5,,Not reportable,MMA,rate50tot
2015,PPO,EMI ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,57.64,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,PPO,Aetna ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,48.48,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,Medicaid,Healthy U ,Prenatal and Postpartum Care,Postpartum Care,The percentage of deliveries that had a postpartum visit on or between 21 and 56 days after delivery.,65.59,68.67,64.78,61.79,Admin+Chart Review,PPC,ratepost
2015,HMO,Altius ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,43.09,40.78,37.36,45.16,Administrative,MMA,rate75tot
2015,PPO,CIGNA ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,42.98,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,PPO,Regence BlueCross BlueShield,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,41.32,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,HMO,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,38.46,40.78,37.36,45.16,Administrative,MMA,rate75tot
2015,PPO,UnitedHealthcare ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,37.73,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,Medicaid,Molina ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,32.01,27.81,37.36,30.34,Administrative,MMA,rate75tot
2015,PPO,Humana ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,30.65,43.13,37.36,45.63,Administrative,MMA,rate75tot
2015,Medicaid,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,29.11,27.81,37.36,30.34,Administrative,MMA,rate75tot
2015,CHIP,SelectHealth ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,24.49,24.49,37.36,30.34,Administrative,MMA,rate75tot
2015,Medicaid,Healthy U ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,22.32,27.81,37.36,30.34,Administrative,MMA,rate75tot
2015,Medicaid,Health Choice ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,27.81,37.36,30.34,Not reportable,MMA,rate75tot
2015,PPO,PEHP,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,43.13,37.36,45.63,Not reportable,MMA,rate75tot
2015,CHIP,Molina ,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,24.49,37.36,30.34,Not reportable,MMA,rate75tot
2015,Medicaid,Healthy U ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,86.24,84.24,79.41,86.75,Administrative,MPM,ratetot
2015,Medicaid,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,84.43,84.24,79.41,86.75,Administrative,MPM,ratetot
2015,PPO,CIGNA ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,79.81,76.52,79.41,80.28,Administrative,MPM,ratetot
2017,PPO,Aetna Health of Utah Inc.,COL Colorectal Cancer Screening,Reported Rate,,70.75,,,58.31,H,col,rate
2015,PPO,UnitedHealthcare ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,78.84,76.52,79.41,80.28,Administrative,MPM,ratetot
2015,HMO,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,78.7,78.42,79.41,82.33,Administrative,MPM,ratetot
2015,PPO,Aetna ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,78.6,76.52,79.41,80.28,Administrative,MPM,ratetot
2015,Medicaid,Health Choice ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,78.16,84.24,79.41,86.75,Administrative,MPM,ratetot
2015,HMO,Altius ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,78.13,78.42,79.41,82.33,Administrative,MPM,ratetot
2015,PPO,Regence BlueCross BlueShield,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,77.73,76.52,79.41,80.28,Administrative,MPM,ratetot
2015,PPO,Humana ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,72.31,76.52,79.41,80.28,Administrative,MPM,ratetot
2015,PPO,EMI ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,71.84,76.52,79.41,80.28,Administrative,MPM,ratetot
2015,PPO,PEHP,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,,76.52,79.41,80.28,Not reportable,MPM,ratetot
2015,CHIP,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,,,79.41,86.75,Not reportable,MPM,ratetot
2015,CHIP,Molina ,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,,,79.41,86.75,Not reportable,MPM,ratetot
2015,Medicaid,Molina ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,88.18,85.02,80.24,87.23,Administrative,MPM,rateace
2015,Medicaid,Healthy U ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,87.42,85.02,80.24,87.23,Administrative,MPM,rateace
2015,Medicaid,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,84.46,85.02,80.24,87.23,Administrative,MPM,rateace
2015,PPO,CIGNA ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,80.38,77.43,80.24,80.72,Administrative,MPM,rateace
2015,PPO,UnitedHealthcare ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,80.02,77.43,80.24,80.72,Administrative,MPM,rateace
2015,Medicaid,Health Choice ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,80,85.02,80.24,87.23,Administrative,MPM,rateace
2015,HMO,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,79.81,79.12,80.24,82.81,Administrative,MPM,rateace
2015,HMO,Altius ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,78.22,77.82,78.65,82.19,Administrative,MPM,ratediu
2015,PPO,Aetna ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,79.65,77.43,80.24,80.72,Administrative,MPM,rateace
2015,HMO,Altius ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,78.42,79.12,80.24,82.81,Administrative,MPM,rateace
2015,PPO,Regence BlueCross BlueShield,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,78.32,77.43,80.24,80.72,Administrative,MPM,rateace
2015,PPO,Humana ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,73.56,77.43,80.24,80.72,Administrative,MPM,rateace
2015,PPO,EMI ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,72.65,77.43,80.24,80.72,Administrative,MPM,rateace
2015,PPO,PEHP,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,,77.43,80.24,80.72,Not reportable,MPM,rateace
2015,CHIP,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,,,80.24,87.23,Not reportable,MPM,rateace
2015,CHIP,Molina ,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,,,80.24,87.23,Not reportable,MPM,rateace
2015,HMO,Altius ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,44.62,44.36,39.02,41.05,Administrative,MPM,ratedig
2015,HMO,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,44.09,44.36,39.02,41.05,Administrative,MPM,ratedig
2015,PPO,Regence BlueCross BlueShield,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,42.37,33.69,39.02,37.71,Administrative,MPM,ratedig
2015,PPO,CIGNA ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,25,33.69,39.02,37.71,Administrative,MPM,ratedig
2015,PPO,Aetna ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,33.69,39.02,37.71,Not reportable,MPM,ratedig
2015,PPO,PEHP,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,33.69,39.02,37.71,Not reportable,MPM,ratedig
2015,Medicaid,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
2015,Medicaid,Molina ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
2015,Medicaid,Healthy U ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
2015,Medicaid,Health Choice ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
